"","gert","gort","bund","bord","band","Type"
"1",1.35036093581601,14.4814218235425,3.51550515787934,-1.1027318599435,"IconForHire","A"
"2",2.22200588502236,-22.5728068904311,1.52046911631743,-1.29723874061886,"Halestorm","A"
"3",1.01574057330394,18.4127558890706,2.28065230811618,5.65263257375978,"IconForHire","A"
"4",1.99967825329239,12.1835371731323,-0.411500685033947,8.33835463549462,"Metric","A"
"5",3.26581509214671,16.5282859215625,1.29841666710168,-6.89363525721338,"Metric","A"
"6",1.90827120189697,17.7645046153304,2.47028739495689,3.48110639511133,"Halestorm","B"
"7",3.07157250064915,-20.0452438503025,0.614407472143696,2.13885255938149,"IconForHire","A"
"8",1.08858365934214,-12.4854187754409,0.431633495407465,0.190187434844269,"Halestorm","A"
"9",1.83590108194857,23.0897061727549,-0.321053148560773,4.73436190413794,"GreenDay","A"
"10",0.725695740241451,26.8790715852438,-2.51626254159153,1.04185629454065,"IconForHire","A"
"11",2.8209677946809,9.93301950885718,1.71609976064531,-1.52457930348249,"GreenDay","B"
"12",2.86344790808488,-17.7927639386654,0.619200262945819,-1.60426939684651,"GreenDay","A"
"13",1.98861300307322,-45.5921710330205,-1.27294229777383,0.137885995353171,"GreenDay","A"
"14",3.26947020404953,12.0130485158365,-1.04488648538152,-0.954183888245625,"GreenDay","A"
"15",3.16011844696622,-25.4874958496596,-3.6878872918547,-6.14429892580168,"Metric","B"
"16",2.27407231070441,13.5352037644661,-1.4538469181548,5.60741908235128,"GreenDay","A"
"17",1.83444262557005,-6.49530182922298,-1.93952907845479,-3.35338912668223,"GreenDay","B"
"18",1.29309386921772,6.4611192070816,0.517470277847142,-4.86215742705508,"Halestorm","A"
"19",2.51679153711552,3.38659987384568,1.48841803250627,-1.27969475339717,"IconForHire","A"
"20",1.31532489281903,52.9891661937289,2.24662383970882,-0.189956621781458,"IconForHire","A"
"21",2.74161728396457,-0.782645307076551,0.634468807349367,-2.46971964485107,"Halestorm","A"
"22",3.40972321893447,-12.6999046903495,4.16453624071077,5.02107260218233,"Metric","A"
"23",0.492696244088476,-14.9461765360057,-1.11740334409543,7.03280608215794,"Metric","B"
